Species,DBH,Trunks,Condition,Cavity Present,Weak Fork,Percentage of Dead Wood,Size of Existing Defect,Hazard Rating,Probability of Failure,Target Impact,Maintenance,Clean,Raise,Reduce,Other,Further Inspection,Consult,Utilities Present,Plant Location,Area,Staff,Location Value,Ground Maintenance,Address,On Street,From Street,To Street,X-Coord,Y-Coord,Inventory Date,Change Date,Last Changed By,UniqueID,Site ID
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"258 BROADWAY Side  1",WALNUT ST,WELLINGTON AVE,BROADWAY,766657.88,2967597.47,6/3/2009,11/14/2009,Brad Arndt,6561,4175
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"258 BROADWAY Side  2",WALNUT ST,WELLINGTON AVE,BROADWAY,766668.96,2967616.1,6/3/2009,11/14/2009,Brad Arndt,6562,4176
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"10 INDIANA AVE Front  1",INDIANA AVE,PENNSYLVANIA AVE,BROADWAY,768986.41,2966602.71,5/27/2009,11/14/2009,Brad Arndt,6001,2294
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"22 INDIANA AVE Front  1",INDIANA AVE,PENNSYLVANIA AVE,BROADWAY,769057.57,2966697.38,5/27/2009,11/14/2009,Brad Arndt,5999,2293
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"28 INDIANA AVE Front  1",INDIANA AVE,PENNSYLVANIA AVE,BROADWAY,769078.07,2966725.72,5/27/2009,11/14/2009,Brad Arndt,5998,2292
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"34 MICHIGAN AVE Front  1",MICHIGAN AVE,PENNSYLVANIA AVE,BROADWAY,768767.52,2966961.5,5/27/2009,11/14/2009,Brad Arndt,5960,2254
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"38 MICHIGAN AVE Front  1",MICHIGAN AVE,PENNSYLVANIA AVE,BROADWAY,768795.26,2966998.88,5/27/2009,11/14/2009,Brad Arndt,5959,2253
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"41 MINNESOTA AVE Side  1",PENNSYLVANIA AVE,MINNESOTA AVE,WISCONSIN AVE,768570.94,2967274.46,5/27/2009,11/14/2009,Brad Arndt,5934,2228
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"166 PEARL ST Front  1",PEARL ST,McGRATH HIGHWAY,DELAWARE ST,767009.31,2966037.75,6/2/2009,11/14/2009,Brad Arndt,6274,3894
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"40 PENNSYLVANIA AVE Side  1",INDIANA AVE,BROADWAY,PENNSYLVANIA AVE,769138.98,2966755.87,5/27/2009,11/14/2009,Brad Arndt,5862,2156
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"87 PENNSYLVANIA AVE Side  1",VERMONT AVE,NEW HAMPSHIRE AVE,PENNSYLVANIA AVE,768856.16,2967138.78,5/27/2009,5/27/2009,Administrator,5908,2202
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"111 PENNSYLVANIA AVE Front  1",PENNSYLVANIA AVE,RHODE ISLAND AVE,CONNECTICUT AVE,768579.99,2967302.19,5/27/2009,11/14/2009,Brad Arndt,5933,2227
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"175 WALNUT ST Front  2",WALNUT ST,WELLINGTON AVE,BROADWAY,766638.81,2967568.65,6/3/2009,11/14/2009,Brad Arndt,6560,4174
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"98 CONCORD AVE Side  2",HAMMOND ST,CONCORD AVE,DICKINSON ST,763809.31,2962100.78,5/20/2009,11/14/2009,Brad Arndt,5070,1398
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1333 X BROADWAY Front  4",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755499.89,2973304.77,6/13/2009,11/14/2009,Brad Arndt,8691,8372
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Below 4,1,RG,Good,No,"49 PENNSYLVANIA AVE Front  1",PENNSYLVANIA AVE,BROADWAY,MAINE AVE,769171.54,2966855.37,5/27/2009,11/14/2009,Brad Arndt,5898,2192
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Below 4,1,RG,Good,No,"65 PENNSYLVANIA AVE Front  1",PENNSYLVANIA AVE,MAINE AVE,NEW HAMPSHIRE AVE,769018.98,2966969.33,5/27/2009,11/14/2009,Brad Arndt,5902,2196
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"352 WASHINGTON ST Side  1",ROSE ST,LEWIS ST,WASHINGTON ST,763498.87,2963399.67,5/21/2009,11/14/2009,Brad Arndt,5327,1655
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"31 HAROLD RD Side  1",GORDON ST,HAROLD RD,ALEWIFE BROOK PARKWAY,756215.51,2975765.53,6/15/2009,11/14/2009,Brad Arndt,9017,8683
Acer rubrum,2,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"31 HAROLD RD Side  2",GORDON ST,HAROLD RD,ALEWIFE BROOK PARKWAY,756187.36,2975788.05,6/15/2009,11/14/2009,Brad Arndt,9018,8684
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"165 X BROADWAY Front  2",BROADWAY,MINNESOTA AVE,CROSS ST EAST,768079.14,2966952.91,6/2/2009,11/14/2009,Brad Arndt,6143,3768
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"952 BROADWAY Front  1",BROADWAY,IRVING ST,WALLACE ST,758528.74,2971415.14,6/15/2009,11/14/2009,Brad Arndt,8774,8452
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  2",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755440.01,2973345.5,6/13/2009,11/14/2009,Brad Arndt,8694,8374
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  5",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755380.63,2973383.78,6/13/2009,11/14/2009,Brad Arndt,8697,8377
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  12",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755240.27,2973474.09,6/13/2009,11/14/2009,Brad Arndt,8704,8383
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  13",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755224.56,2973483.9,6/13/2009,11/14/2009,Brad Arndt,8705,8384
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"113 PROSPECT ST Front  1",PROSPECT ST,OAK ST,HOUGHTON ST,765008.14,2961864.48,5/20/2009,11/14/2009,Brad Arndt,4962,1302
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"325 WASHINGTON ST Front  1",WASHINGTON ST,HAWKINS ST,LELAND ST,763936.38,2963567.14,5/21/2009,11/14/2009,Brad Arndt,5279,1605
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"405 WASHINGTON ST Front  1",WASHINGTON ST,HANSON ST,BEACON ST,762619.45,2963172.72,5/21/2009,11/14/2009,Brad Arndt,5299,1625
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"89 TEMPLE ST Front  1",TEMPLE ST,DERBY ST,SYDNEY ST,766633.76,2969295.71,6/4/2009,11/14/2009,Brad Arndt,6776,4390
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"329 HIGHLAND AVE Front  1",HIGHLAND AVE,HANCOCK ST,LESLEY AVE,760088.72,2968665.58,6/10/2009,11/14/2009,Brad Arndt,8077,7765
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1265 BROADWAY Front  1",BROADWAY,BELKNAP ST,BARTON ST,756024.53,2972927.36,6/13/2009,11/14/2009,Brad Arndt,8682,8363
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"2 WATSON ST Side  1",BROADWAY,WATSON ST,RUSSELL RD,756312.62,2972640.75,6/13/2009,11/14/2009,Brad Arndt,8736,8415
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"75 PROSPECT ST Front  1",PROSPECT ST,CONCORD AVE,OAK ST,765326.9,2962475.99,5/20/2009,11/14/2009,Brad Arndt,4956,1297
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"75 PROSPECT ST Front  2",PROSPECT ST,CONCORD AVE,OAK ST,765311.53,2962450.56,5/20/2009,11/14/2009,Brad Arndt,4957,1298
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"3 ROSE ST Side  1",WASHINGTON ST,MAGNUS AVE,ROSE ST,763419.98,2963397.04,5/21/2009,11/14/2009,Brad Arndt,5307,1635
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"3 ROSE ST Side  2",WASHINGTON ST,MAGNUS AVE,ROSE ST,763446.62,2963406.38,5/21/2009,11/14/2009,Brad Arndt,5308,1636
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"327 WASHINGTON ST Front  1",WASHINGTON ST,HAWKINS ST,LELAND ST,763887.78,2963562.47,5/21/2009,11/14/2009,Brad Arndt,5280,1608
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"352 WASHINGTON ST Front  1",WASHINGTON ST,ROSE ST,PARKDALE ST,763573.73,2963448.91,5/21/2009,11/14/2009,Brad Arndt,5309,1637
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"365 WASHINGTON ST Front  1",WASHINGTON ST,LELAND ST,DANE ST,763194.73,2963362.46,5/21/2009,11/14/2009,Brad Arndt,5290,1618
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"373 WASHINGTON ST Front  1",WASHINGTON ST,DANE ST,HANSON ST,763113.42,2963333.95,5/21/2009,11/14/2009,Brad Arndt,5291,1619
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"179 X SUMMER ST Front  1",SUMMER ST,BENTON RD,BELMONT ST,762197.76,2966266.72,6/5/2009,11/14/2009,Brad Arndt,7119,4732
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"179 X SUMMER ST Front  2",SUMMER ST,BENTON RD,BELMONT ST,762181.15,2966272.81,6/5/2009,11/14/2009,Brad Arndt,7120,4733
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"179 X SUMMER ST Front  3",SUMMER ST,BENTON RD,BELMONT ST,762154,2966286.11,6/5/2009,11/14/2009,Brad Arndt,7121,4734
Acer rubrum,2,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,4,RG,Good,No,"59 JAQUES ST Side  2",TEMPLE ST,MEMORIAL RD,JAQUES ST,766377.07,2969053.84,6/4/2009,11/14/2009,Brad Arndt,6734,4347
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,5,AD,Good,No,"54 CLYDE ST Side  1",WARWICK ST,CLYDE ST,CEDAR ST,761888.4,2968720.71,6/10/2009,11/14/2009,Brad Arndt,1457,5539
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,AD,Good,No,"10 HENRY AVE Front  1",HENRY AVE,LEXINGTON AVE,HIGHLAND AVE,759917.16,2968939.56,6/12/2009,11/14/2009,Brad Arndt,2102,6163
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,AD,Good,No,"339 HIGHLAND AVE Side  2",HENRY AVE,LEXINGTON AVE,HIGHLAND AVE,759857.06,2968833.01,6/12/2009,11/14/2009,Brad Arndt,2105,6166
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,5,AD,Good,No,"45 GLENWOOD RD Front  1",GLENWOOD RD,VERNON ST,MEDFORD ST,763428.36,2968757.03,6/9/2009,11/14/2009,Brad Arndt,1201,3458
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,1,RG,Good,No,"70 INNER BELT RD Front  5",INNER BELT RD,DEAD END,THIRD AVE,769461.91,2962400.77,6/17/2009,11/14/2009,Brad Arndt,9326,8962
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"115 X BROADWAY Front  4",BROADWAY,ILLINOIS AVE,MICHIGAN AVE,768645.35,2966625.47,6/2/2009,11/14/2009,Brad Arndt,6132,3756
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"35 X PROSPECT ST Front  4",PROSPECT ST,NEWTON ST,WEBSTER AVE,765661.22,2963125.21,5/20/2009,11/14/2009,Brad Arndt,4882,1223
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,Yes,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"75 PROSPECT ST Front  3",PROSPECT ST,CONCORD AVE,OAK ST,765299.7,2962427.49,5/20/2009,11/14/2009,Brad Arndt,4958,1299
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  14",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755214.25,2973490.28,6/13/2009,11/14/2009,Brad Arndt,8706,8387
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Above 4,7,AD,Good,No,"210 POWDER HOUSE BOULEVARD Front  1",POWDER HOUSE BOULEVARD,NORTH ST,DOW ST,756514.35,2973403.72,6/18/2009,11/14/2009,Brad Arndt,3297,7326
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"225 X BROADWAY Front  13",BROADWAY,McGRATH HIGHWAY,FELLSWAY WEST,767000.03,2967641.39,6/6/2009,11/14/2009,Brad Arndt,7198,4809
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"49 BANKS ST Side  1",SUMMER ST,BANKS ST,BURNSIDE AVE,759668.04,2968248.12,6/9/2009,11/14/2009,Brad Arndt,7774,5385
Acer rubrum,2,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1196 X BROADWAY Front  1",BROADWAY,WESTON AVE,CLARENDON AVE,756495.68,2972404.68,6/13/2009,11/14/2009,Brad Arndt,8723,8401
Acer rubrum,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,5,AD,Good,No,"55 VERNON ST Front  1",VERNON ST,BARTLETT ST,GLENWOOD RD,763199.23,2968228.05,6/9/2009,11/14/2009,Brad Arndt,1355,3609
Acer rubrum,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Below 4,2,RG,Good,No,"71 LINWOOD ST Rear  1",CHESTNUT ST,POPLAR ST,FITCHBURG ST,767967.11,2962920.17,6/17/2009,11/14/2009,Brad Arndt,9408,9031
Acer rubrum,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"29 KIDDER AVE Front  1",KIDDER AVE,COLLEGE AVE,LIBERTY AVE,759437.19,2970618.34,6/13/2009,11/14/2009,Brad Arndt,2246,6300
Acer rubrum,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"45 X ENDICOTT AVE Front  1",ENDICOTT AVE,BROADWAY,HOOKER AVE,755917.72,2972145.31,6/12/2009,11/14/2009,Brad Arndt,8608,8289
Acer rubrum,2,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Below 4,2,RG,Good,No,"60 X CHESTNUT ST Front  2",CHESTNUT ST,POPLAR ST,FITCHBURG ST,768082.3,2962757.22,6/17/2009,11/14/2009,Brad Arndt,9412,9036
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  3",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755425.29,2973354.83,6/13/2009,11/14/2009,Brad Arndt,8695,8375
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  11",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755256.95,2973464.76,6/13/2009,11/14/2009,Brad Arndt,8703,8382
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"225 X BROADWAY Front  14",BROADWAY,McGRATH HIGHWAY,FELLSWAY WEST,766961.57,2967671.65,6/6/2009,11/14/2009,Brad Arndt,7199,4811
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,AD,Good,No,"94 PEARL ST Front  1",PEARL ST,GLEN ST,HILLSIDE AVE,768134.61,2965577.35,6/3/2009,11/14/2009,Brad Arndt,501,2784
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"180 X SUMMER ST Front  1",SUMMER ST,SPRING ST,HARVARD ST,762125.2,2966263.4,6/5/2009,11/14/2009,Brad Arndt,7131,4744
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"180 X SUMMER ST Front  2",SUMMER ST,SPRING ST,HARVARD ST,762144.03,2966253.98,6/5/2009,11/14/2009,Brad Arndt,7132,4745
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"180 X SUMMER ST Front  3",SUMMER ST,SPRING ST,HARVARD ST,762170.62,2966242.35,6/5/2009,11/14/2009,Brad Arndt,7133,4746
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  6",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755367.87,2973391.14,6/13/2009,11/14/2009,Brad Arndt,8698,8378
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,7,AD,Good,No,"179 POWDER HOUSE BOULEVARD Front  3",POWDER HOUSE BOULEVARD,CURTIS ST,NORTH ST,757027.5,2973187.72,6/18/2009,11/14/2009,Brad Arndt,3258,7289
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,7,AD,Good,No,"179 POWDER HOUSE BOULEVARD Front  8",POWDER HOUSE BOULEVARD,CURTIS ST,NORTH ST,756880.65,2973269.66,6/18/2009,11/14/2009,Brad Arndt,3263,7293
Acer rubrum,2,1,Fair,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Above 4,7,AD,Good,No,"191 POWDER HOUSE BOULEVARD Front  1",POWDER HOUSE BOULEVARD,CURTIS ST,NORTH ST,756706.37,2973362.7,6/18/2009,11/14/2009,Brad Arndt,3268,7297
Acer rubrum,2,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"14 LOWDEN AVE Front  1",LOWDEN AVE,MALLET ST,BROADWAY,760463.24,2970963.94,6/15/2009,11/14/2009,Brad Arndt,2323,6378
Acer rubrum,2,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Below 4,2,RG,Good,No,"60 X CHESTNUT ST Front  3",CHESTNUT ST,POPLAR ST,FITCHBURG ST,768098.04,2962733.62,6/17/2009,11/14/2009,Brad Arndt,9413,9037
Acer rubrum,2,1,Fair,Yes,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"61 OAK ST Front  1",OAK ST,PROSPECT ST,HOUGHTON ST,764512.94,2962081.14,5/20/2009,11/14/2009,Brad Arndt,5030,1358
Acer rubrum,2,1,Fair,Yes,No,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,RG,Good,No,"242 BROADWAY Front  1",BROADWAY,MONTGOMERY AVE,MELVIN ST,767012.33,2967486.02,6/6/2009,11/14/2009,Brad Arndt,7184,3782
Acer rubrum,2,1,Fair,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"952 BROADWAY Front  2",BROADWAY,IRVING ST,WALLACE ST,758554.49,2971405.36,6/15/2009,11/14/2009,Brad Arndt,8775,8453
Acer rubrum,2,1,Fair,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1060 X BROADWAY Front  1",BROADWAY,HOLLAND ST,PAULINA ST,757504.29,2971794.46,6/15/2009,11/14/2009,Brad Arndt,8763,8441
Acer rubrum,2,1,Fair,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"1355 X BROADWAY Front  7",BROADWAY,NORTH ST,ALEWIFE BROOK PARKWAY,755355.6,2973400.47,6/13/2009,11/14/2009,Brad Arndt,8699,8379
Acer rubrum,2,1,Fair,Yes,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"4 HILL ST Side  2",BROADWAY,HILL ST,DICKSON ST,756540.83,2972427.26,6/13/2009,11/14/2009,Brad Arndt,8733,8411
