Species,DBH,Trunks,Condition,Cavity Present,Weak Fork,Percentage of Dead Wood,Size of Existing Defect,Hazard Rating,Probability of Failure,Target Impact,Maintenance,Clean,Raise,Reduce,Other,Further Inspection,Consult,Utilities Present,Plant Location,Area,Staff,Location Value,Ground Maintenance,Address,On Street,From Street,To Street,X-Coord,Y-Coord,Inventory Date,Change Date,Last Changed By,UniqueID,Site ID
Pyrus calleryana,6,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"49 SPRINGFIELD ST Front  1",SPRINGFIELD ST,HOUGHTON ST,CONCORD AVE,764310.52,2962174.87,5/20/2009,11/14/2009,Brad Arndt,5054,1381
Pyrus calleryana,6,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"42 BOW ST Front  1",BOW ST,SOMERVILLE AVE,SOMERVILLE AVE,764756.49,2964342.15,5/18/2009,11/14/2009,Brad Arndt,4339,752
Pyrus calleryana,6,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"2 CENTURY ST Side  1",MEACHAM ST,CENTURY ST,EDGAR AVE,765225.6,2970111.87,6/4/2009,11/14/2009,Brad Arndt,6808,4422
Pyrus calleryana,6,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"58 BEACON ST Front  1",BEACON ST,COONEY ST,CITY LIMITS,763244.73,2962293.29,5/21/2009,11/14/2009,Brad Arndt,5201,1529
Pyrus calleryana,6,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"402 WASHINGTON ST Front  3",WASHINGTON ST,BEACON ST,CALDWELL AVE,762702.64,2963151.22,5/21/2009,11/14/2009,Brad Arndt,5302,1630
Pyrus calleryana,6,1,Fair,No,No,0 - 25,1 to 4,5,Low,Intermittent,Maintain,Yes,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"12 MADISON ST Front  1",MADISON ST,SYCAMORE ST,SCHOOL ST,764568.71,2966581.6,5/14/2009,11/14/2009,Brad Arndt,3946,371
Pyrus calleryana,6,1,Fair,No,No,0 - 25,1 to 4,5,Low,Intermittent,Maintain,No,No,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"41 BARTLETT ST Front  1",BARTLETT ST,AMES ST,ROBINSON ST,763587.75,2968621.42,6/9/2009,11/14/2009,Brad Arndt,1350,3604
Pyrus calleryana,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,AD,Good,No,"163 GLEN ST Side  2",TUFTS ST,GLEN ST,DELL ST,767287.7,2964610.13,6/4/2009,6/4/2009,Administrator,591,2874
Pyrus calleryana,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,AD,Good,No,"67 PERKINS ST Side  1",MT PLEASANT ST,PERKINS ST,BROADWAY,769907.48,2965437.16,6/2/2009,11/14/2009,Brad Arndt,78,2374
Pyrus calleryana,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"18 X SANBORN AVE Side  1",WALNUT ST,BOW ST,SANBORN AVE,765113.25,2964276.93,5/15/2009,11/14/2009,Brad Arndt,3802,230
Pyrus calleryana,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,Yes,"9 BAILEY ST Front  1",BAILEY ST,WEST ADAMS ST,WEST QUINCY,756746.19,2974437.75,6/16/2009,11/14/2009,Brad Arndt,9198,8861
Pyrus calleryana,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"25 HIGHLAND AVE Side  4",WALNUT ST,HIGHLAND AVE,MEDFORD ST,765914.09,2965809.99,5/18/2009,11/14/2009,Brad Arndt,4420,819
Pyrus calleryana,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"53 WALNUT ST Front  1",WALNUT ST,BOSTON ST,HIGHLAND AVE,765567.65,2965124.46,5/15/2009,11/14/2009,Brad Arndt,3850,276
Pyrus calleryana,6,1,Fair,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,Yes,"47 CURTIS AVE Front  1",CURTIS AVE,CURTIS ST,HILLSDALE RD,757080.4,2973962.67,6/16/2009,11/14/2009,Brad Arndt,9146,8811
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,JG,Fair,No,"44 X PRESCOTT ST Front  4",PRESCOTT ST,HIGHLAND AVE,SUMMER ST,764550.22,2965630,5/14/2009,11/14/2009,Brad Arndt,3596,20
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"8 CONCORD AVE Front  1",CONCORD AVE,SPRINGFIELD ST,PROSPECT ST,765242.33,2962577.71,5/20/2009,11/14/2009,Brad Arndt,4952,1293
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"16 FLINT ST Front  1",FLINT ST,GLEN ST,FRANKLIN ST,768119.53,2965192.48,6/3/2009,11/14/2009,Brad Arndt,472,2755
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,1 to 4,5,Moderate,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"34 CONCORD AVE Front  1",CONCORD AVE,SPRINGFIELD ST,PROSPECT ST,764907.01,2962533.94,5/20/2009,11/14/2009,Brad Arndt,4945,1286
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,1 to 4,6,Low,Frequent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,1,AD,Good,Yes,"11 X FRANKLIN ST Front  5",FRANKLIN ST,BROADWAY,WEBSTER ST,768816.84,2966066.39,6/1/2009,11/14/2009,Brad Arndt,56,2351
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,1 to 4,6,Moderate,Frequent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"47 BOW ST Front  1",BOW ST,SUMMER ST,BOW ST PL,764656.43,2964365.9,5/18/2009,11/14/2009,Brad Arndt,4326,739
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,1 to 4,6,Moderate,Intermittent,Maintain,No,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,3,RG,Good,No,"50 OXFORD ST Front  1",OXFORD ST,HERSEY ST,SCHOOL ST,763845.37,2966265.17,5/15/2009,11/14/2009,Brad Arndt,4091,513
Pyrus calleryana,6,1,Fair,No,Yes,0 - 25,4 to 20,6,Low,Frequent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"61 BOW ST Front  1",BOW ST,BOW ST PL,SOMERVILLE AVE,764456.32,2964319.92,5/18/2009,11/14/2009,Brad Arndt,4329,741
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"15 PRESCOTT ST Front  1",PRESCOTT ST,SUMMER ST,HIGHLAND AVE,764421.04,2965281.99,5/14/2009,11/14/2009,Brad Arndt,3606,29
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"25 CAMPBELL PK Front  1",CAMPBELL PK,MEACHAM RD,KINGSTON ST,757037.51,2969890.86,6/11/2009,11/14/2009,Brad Arndt,8207,7895
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"91 BROADWAY Side  1",INDIANA AVE,BROADWAY,PENNSYLVANIA AVE,768957.17,2966515.35,5/27/2009,11/14/2009,Brad Arndt,5857,2147
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"40 HARRISON ST Front  1",HARRISON ST,KENT ST,MONDAMIN CT,761539.48,2964483.22,5/22/2009,11/14/2009,Brad Arndt,5479,1798
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"15 MAGNUS AVE Front  1",MAGNUS AVE,WASHINGTON ST,DEAD END,763288.08,2963212.58,5/21/2009,11/14/2009,Brad Arndt,5340,1668
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"65 NEWTON ST Front  1",NEWTON ST,CLARK ST,JOSEPH ST,765103.93,2962800.09,5/20/2009,11/14/2009,Brad Arndt,4986,1319
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,Yes,"15 GREENVILLE ST Front  1",GREENVILLE ST,GREENVILLE CT,GREENVILLE TER,766310.19,2964854.36,5/18/2009,11/14/2009,Brad Arndt,4435,835
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"12 COLUMBUS AVE Side  1",COLUMBUS AVE,COLUMBUS AVE,WASHINGTON ST,766163.19,2963833.03,5/19/2009,11/14/2009,Brad Arndt,4768,1113
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"12 COLUMBUS AVE Side  2",COLUMBUS AVE,COLUMBUS AVE,WASHINGTON ST,766159.59,2963817.58,5/19/2009,11/14/2009,Brad Arndt,4769,1114
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"19 HIGHLAND AVE Front  1",HIGHLAND AVE,MEDFORD ST,WALNUT ST,766007.16,2965555.43,5/18/2009,11/14/2009,Brad Arndt,4416,814
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"402 WASHINGTON ST Front  4",WASHINGTON ST,BEACON ST,CALDWELL AVE,762728.81,2963157.3,5/21/2009,11/14/2009,Brad Arndt,5303,1631
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,5,Low,Intermittent,Maintain,No,No,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"40 FRANKLIN ST Front  1",FRANKLIN ST,FRANKLIN AVE,PEARL ST,768452.08,2965308.65,6/3/2009,11/14/2009,Brad Arndt,488,2770
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"18 KINGSTON ST Front  1",KINGSTON ST,CAMPBELL PK,KINGSTON ST,757195.9,2969916.09,6/11/2009,11/14/2009,Brad Arndt,8379,8064
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"120 NORTH ST Front  1",NORTH ST,OSGOOD ST,CITY LIMITS,756885.71,2975460.53,6/16/2009,11/14/2009,Brad Arndt,9029,8692
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,5,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"11 ROSSMORE ST Front  1",ROSSMORE ST,SOMERVILLE AVE,WASHINGTON ST,766648.48,2963255.21,5/19/2009,11/14/2009,Brad Arndt,4720,1066
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Low,Intermittent,Maintain,No,No,No,Weak or Prone to Failure,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"6 PLEASANT AVE Front  1",PLEASANT AVE,VINAL AVE,WALNUT ST,765465.11,2965307.84,5/15/2009,11/14/2009,Brad Arndt,3747,180
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Frequent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,No,"236 BROADWAY Front  1",BROADWAY,MONTGOMERY AVE,MELVIN ST,767073.87,2967444.48,6/6/2009,11/14/2009,Brad Arndt,7185,4797
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,AD,Good,No,"1 X PAULINA ST Front  2",PAULINA ST,HOLLAND ST,BROADWAY,757452.01,2971027.21,6/16/2009,11/14/2009,Brad Arndt,2647,6699
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"289 X BROADWAY Front  1",BROADWAY,GRANT ST,TEMPLE ST,766393.91,2968124.44,6/6/2009,11/14/2009,Brad Arndt,7251,4864
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"41 TEMPLE ST Front  1",TEMPLE ST,SEWALL ST,JAQUES ST,766298.71,2968803.94,6/4/2009,11/14/2009,Brad Arndt,6751,4364
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"40 HOLLAND ST Front  12",HOLLAND ST,BUENA VISTA ROAD,DOVER ST,757899.63,2970074.24,6/11/2009,11/14/2009,Brad Arndt,8168,7856
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"402 WASHINGTON ST Front  2",WASHINGTON ST,BEACON ST,CALDWELL AVE,762671.33,2963139.54,5/21/2009,11/14/2009,Brad Arndt,5301,1629
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,4,AD,Good,No,"25 RADCLIFFE RD Side  1",BRADLEY ST,RADCLIFFE RD,JACKSON RD,765857.88,2967025.68,6/4/2009,11/14/2009,Brad Arndt,658,2941
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,5,AD,Good,Yes,"73 BOSTON AVE Front  1",BOSTON AVE,MORRISON AVE,BROADWAY,761550.04,2969853.68,6/11/2009,11/14/2009,Brad Arndt,1664,5728
Pyrus calleryana,6,1,Fair,No,Yes,None,1 to 4,6,Moderate,Intermittent,Maintain,No,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,1,RG,Good,No,"142 PEARL ST Front  1",PEARL ST,DELAWARE ST,CROSS ST,767314.06,2965911.71,6/2/2009,6/2/2009,Administrator,6286,3906
Pyrus calleryana,6,1,Fair,No,Yes,None,4 to 20,6,Low,Intermittent,Maintain,No,No,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,1,AD,Good,Yes,"61 TUFTS ST Front  1",TUFTS ST,DELL ST,CROSS ST,767075.12,2964926.77,6/4/2009,11/14/2009,Brad Arndt,597,2880
Pyrus calleryana,6,1,Fair,Yes,No,0 - 25,4 to 20,6,Moderate,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"111 X LOWELL ST Front  2",LOWELL ST,SUMMER ST,HIGHLAND AVE,761712.11,2966717.48,6/9/2009,11/14/2009,Brad Arndt,7577,5188
Pyrus calleryana,6,1,Fair,Yes,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"46 DICKINSON ST Front  1",DICKINSON ST,BEACON ST,SPRINGFIELD ST,763997.98,2961847.86,5/20/2009,11/14/2009,Brad Arndt,5078,1406
Pyrus calleryana,6,1,Fair,Yes,No,None,4 to 20,6,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,2,RG,Good,No,"71 PROSPECT ST Front  1",PROSPECT ST,CONCORD AVE,OAK ST,765334.59,2962494.91,5/20/2009,11/14/2009,Brad Arndt,4955,1296
Pyrus calleryana,6,1,Poor,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,Yes,"86 MYRTLE ST Front  1",MYRTLE ST,PERKINS ST,PEARL ST,768826.47,2965604.36,6/2/2009,11/14/2009,Brad Arndt,240,2532
Pyrus calleryana,6,1,Poor,No,No,76 - 100,1 to 4,7,High,Frequent,Remove,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,7,RG,Good,No,"1305 BROADWAY Side  1",NORTH ST,BROADWAY,HALL ST,755782.56,2973185.49,6/16/2009,11/14/2009,Brad Arndt,9235,8000
Pyrus calleryana,6,1,Poor,No,Yes,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"14 X CHARLES E RYAN ROAD Front  1",CHARLES E RYAN ROAD,ROBERTS ST,BROADWAY,762503.33,2969860.48,6/10/2009,11/14/2009,Brad Arndt,1523,5602
Pyrus calleryana,6,1,Poor,No,Yes,0 - 25,1 to 4,6,High,Intermittent,Maintain,Yes,No,No,Durable Species,No,No,No,Tree Pit or Planter,1,RG,Good,Yes,"10 X NEW ROAD Median  5",NEW ROAD,MYSTIC AVE,ASSEMBLY SQUARE DRIVE,769348.34,2967577.12,5/26/2009,11/14/2009,Brad Arndt,5767,2085
Pyrus calleryana,6,1,Poor,No,Yes,0 - 25,1 to 4,6,Low,Frequent,Maintain,No,No,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"14 X CHARLES E RYAN ROAD Front  3",CHARLES E RYAN ROAD,ROBERTS ST,BROADWAY,762550.51,2969953.9,6/10/2009,11/14/2009,Brad Arndt,1525,5603
Pyrus calleryana,6,1,Poor,No,Yes,51 - 75,1 to 4,7,High,Frequent,Remove,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,6,RG,Good,No,"314 HIGHLAND AVE Front  1",HIGHLAND AVE,HANCOCK ST,CHERRY ST,760352.57,2968460.03,6/10/2009,11/14/2009,Brad Arndt,8032,6727
Pyrus calleryana,6,1,Poor,Yes,No,76 - 100,1 to 4,6,Moderate,Intermittent,Remove,No,No,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,3,RG,Good,No,"236 HIGHLAND AVE Side  1",TOWER ST,HIGHLAND AVE,CROWN ST,761653.14,2967172.93,6/9/2009,11/14/2009,Brad Arndt,7613,5224
Pyrus calleryana,6,1,Poor,Yes,Yes,None,4 to 20,5,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Below 4,1,RG,Good,No,"10 X INNER BELT RD Front  11",INNER BELT RD,THIRD AVE,WASHINGTON AVE,769280.67,2964399.98,6/17/2009,11/14/2009,Brad Arndt,9368,9002
Pyrus calleryana,7,1,Good,No,No,0 - 25,1 to 4,7,Moderate,Frequent,Maintain,Yes,Yes,No,Avg. Species or Mod. Strength,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"28 FLINT ST Side  2",GLEN ST,OLIVER ST,FLINT ST,767847.28,2965257.21,6/3/2009,11/14/2009,Brad Arndt,466,2712
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"125 LOWELL ST Rear  2",BELMONT ST,HIGHLAND AVE,SUMMER ST,761938.61,2966755.87,6/8/2009,11/14/2009,Brad Arndt,7347,4959
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,4,RG,Good,No,"44 X HEATH ST Front  1",HEATH ST,FENWICK ST,LANGMAID AVE,765724.91,2969042.23,6/5/2009,11/14/2009,Brad Arndt,6978,4591
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,6,AD,Good,No,"86 LIBERTY AVE Front  1",LIBERTY AVE,FOSKET ST,KIDDER AVE,759636.77,2970350.19,6/15/2009,11/14/2009,Brad Arndt,2385,6440
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,No,Tree Pit or Planter,7,RG,Good,No,"25 BAILEY ST Front  1",BAILEY ST,WEST QUINCY,NORTH ST,756571.09,2974511.44,6/16/2009,11/14/2009,Brad Arndt,9120,8785
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,RG,Good,No,"103 GILMAN ST Front  2",GILMAN ST,JASPER ST,WALNUT ST,766115.79,2966139.26,6/3/2009,11/14/2009,Brad Arndt,6453,4067
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"84 PERKINS ST Front  1",PERKINS ST,MT VERNON AVE,MT PLEASANT ST,769675.63,2965469.4,6/2/2009,11/14/2009,Brad Arndt,71,2367
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"8 X PINCKNEY ST Front  1",PINCKNEY ST,PEARL ST,WASHINGTON ST,768985.3,2964612.27,6/3/2009,11/14/2009,Brad Arndt,287,2579
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,RG,Good,No,"77 BELMONT ST Front  1",BELMONT ST,SUMMER ST,SPRING HILL TER,761967.88,2966746.11,6/8/2009,11/14/2009,Brad Arndt,7337,4949
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,2,RG,Good,No,"14 HAWKINS ST Front  1",HAWKINS ST,WASHINGTON ST,SOMERVILLE AVE,764775.68,2963727.31,5/22/2009,11/14/2009,Brad Arndt,5495,1814
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,JG,Fair,No,"67 WALNUT ST Front  1",WALNUT ST,BOSTON ST,HIGHLAND AVE,765662.95,2965313.8,5/15/2009,11/14/2009,Brad Arndt,3851,277
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,1,AD,Good,No,"41 MT VERNON ST Side  2",PERKINS ST,PINCKNEY ST,MT VERNON ST,769601.03,2965498.37,6/2/2009,11/14/2009,Brad Arndt,267,2559
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,No,"98 BROMFIELD RD Front  1",BROMFIELD RD,DEARBORN RD,WARNER ST,759732.39,2972653.65,6/17/2009,11/14/2009,Brad Arndt,2893,6927
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"170 CENTRAL ST Front  1",CENTRAL ST,BROADWAY,MEDFORD ST,764290.21,2968773.73,6/9/2009,11/14/2009,Brad Arndt,1317,3572
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,6,AD,Good,Yes,"130 MORRISON AVE Front  1",MORRISON AVE,CLIFTON ST,NEWBERNE ST,759687.37,2969585.42,6/12/2009,11/14/2009,Brad Arndt,2071,6133
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"212 HIGHLAND AVE Front  1",HIGHLAND AVE,LOWELL ST,BELMONT ST,762226.2,2967345.41,6/8/2009,11/14/2009,Brad Arndt,7551,5162
Pyrus calleryana,7,1,Good,No,No,None,1 to 4,5,Low,Intermittent,Maintain,No,Yes,No,Avg. Species or Mod. Strength,No,No,No,Tree Pit or Planter,7,AD,Good,Yes,"31 FAIRMOUNT AVE Front  1",FAIRMOUNT AVE,CURTIS ST,DEAD END,756642.16,2972748.09,6/19/2009,11/14/2009,Brad Arndt,3393,7417
Pyrus calleryana,7,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,Yes,Yes,No,Durable Species,No,No,Yes,Tree Pit or Planter,3,JG,Fair,No,"58 COLUMBUS AVE Front  1",COLUMBUS AVE,WARREN AVE,STONE AVE,765658.7,2964336.92,5/15/2009,11/14/2009,Brad Arndt,3813,239
Pyrus calleryana,7,1,Fair,No,No,0 - 25,1 to 4,4,Low,Intermittent,Maintain,No,No,No,Durable Species,No,No,No,Tree Pit or Planter,3,RG,Good,No,"218 HIGHLAND AVE Side  1",LOWELL ST,SUMMER ST,HIGHLAND AVE,762057.51,2967393.01,6/9/2009,11/14/2009,Brad Arndt,7590,5201
Pyrus calleryana,7,1,Fair,No,No,0 - 25,1 to 4,5,Low,Frequent,Maintain,No,No,No,Durable Species,No,No,Yes,Tree Pit or Planter,5,AD,Good,No,"154 CENTRAL ST Front  1",CENTRAL ST,BROADWAY,MEDFORD ST,764144.07,2968494.88,6/9/2009,11/14/2009,Brad Arndt,1322,3578
